Hugo_Symbol	Missense_Mutation	Nonsense_Mutation	Nonstop_Mutation	Splice_Site	Translation_Start_Site	total	MutatedSamples	AlteredSamples
PLB1	0	0	0	1	0	1	1	1
PLCB4	1	0	0	0	0	1	1	1
PLCD3	1	0	0	0	0	1	1	1
PLCG1	1	0	0	0	0	1	1	1
PLCG2	1	0	0	0	0	1	1	1
PLCL1	1	0	0	0	0	1	1	1
PLCXD3	1	0	0	0	0	1	1	1
PLD1	1	0	0	0	0	1	1	1
PLD2	1	0	0	0	0	1	1	1
PLD6	1	0	0	0	0	1	1	1
PLEK	1	0	0	0	0	1	1	1
PLEKHA1	1	0	0	0	0	1	1	1
PLEKHD1	1	0	0	0	0	1	1	1
PLEKHH2	1	0	0	0	0	1	1	1
PLEKHO2	1	0	0	0	0	1	1	1
PLEKHS1	1	0	0	0	0	1	1	1
PLET1	0	0	0	1	0	1	1	1
PLG	1	0	0	0	0	1	1	1
PLK3	1	0	0	0	0	1	1	1
PLRG1	1	0	0	0	0	1	1	1
PLXDC2	0	1	0	0	0	1	1	1
PLXNA1	1	0	0	0	0	1	1	1
PLXNA2	1	0	0	0	0	1	1	1
PLXNB2	1	0	0	0	0	1	1	1
PMPCA	1	0	0	0	0	1	1	1
PNPLA5	1	0	0	0	0	1	1	1
PODN	1	0	0	0	0	1	1	1
PODNL1	1	0	0	0	0	1	1	1
POF1B	1	0	0	0	0	1	1	1
POLN	1	0	0	0	0	1	1	1
POLQ	1	0	0	0	0	1	1	1
POLR1A	1	0	0	0	0	1	1	1
POLR2A	1	0	0	0	0	1	1	1
POLR2B	1	0	0	0	0	1	1	1
POLR2E	1	0	0	0	0	1	1	1
POM121L12	1	0	0	0	0	1	1	1
POSTN	1	0	0	0	0	1	1	1
POTEB3	1	0	0	0	0	1	1	1
POTEF	1	0	0	0	0	1	1	1
POU2AF1	1	0	0	0	0	1	1	1
PPARG	1	0	0	0	0	1	1	1
PPEF1	1	0	0	0	0	1	1	1
PPFIA1	1	0	0	0	0	1	1	1
PPFIA2	1	0	0	0	0	1	1	1
PPFIA4	1	0	0	0	0	1	1	1
PPID	1	0	0	0	0	1	1	1
PPM1H	1	0	0	0	0	1	1	1
PPP1CA	1	0	0	0	0	1	1	1
PPP1R16B	1	0	0	0	0	1	1	1
PPP1R27	1	0	0	0	0	1	1	1
PPP1R42	1	0	0	0	0	1	1	1
PPP1R7	1	0	0	0	0	1	1	1
PPP2CA	1	0	0	0	0	1	1	1
PPP2R2C	1	0	0	0	0	1	1	1
PPP2R5A	1	0	0	0	0	1	1	1
PPP2R5B	1	0	0	0	0	1	1	1
PPP3R2	1	0	0	0	0	1	1	1
PPP4C	1	0	0	0	0	1	1	1
PRAC1	1	0	0	0	0	1	1	1
PRAMEF10	1	0	0	0	0	1	1	1
PRAMEF14	1	0	0	0	0	1	1	1
PRAMEF4	1	0	0	0	0	1	1	1
PRB1	0	1	0	0	0	1	1	1
PRCC	1	0	0	0	0	1	1	1
PRDM16	1	0	0	0	0	1	1	1
PRDM2	1	0	0	0	0	1	1	1
PRDM8	1	0	0	0	0	1	1	1
PREX2	1	0	0	0	0	1	1	1
PRKACA	1	0	0	0	0	1	1	1
PRKCB	1	0	0	0	0	1	1	1
PRKCD	1	0	0	0	0	1	1	1
PRKCG	1	0	0	0	0	1	1	1
PRKD1	0	0	1	0	0	1	1	1
PRKDC	1	0	0	0	0	1	1	1
PRKG1	1	0	0	0	0	1	1	1
PRMT8	1	0	0	0	0	1	1	1
PRPF19	1	0	0	0	0	1	1	1
PRPH2	1	0	0	0	0	1	1	1
PRR23C	1	0	0	0	0	1	1	1
PRR5-ARHGAP8	1	0	0	0	0	1	1	1
PRRC2A	0	1	0	0	0	1	1	1
PRRT3	1	0	0	0	0	1	1	1
PRRT4	1	0	0	0	0	1	1	1
PSG11	1	0	0	0	0	1	1	1
PSG4	1	0	0	0	0	1	1	1
PSG8	1	0	0	0	0	1	1	1
PSKH2	1	0	0	0	0	1	1	1
PSMB5	1	0	0	0	0	1	1	1
PSME4	0	1	0	0	0	1	1	1
PTCH1	1	0	0	0	0	1	1	1
PTCHD4	1	0	0	0	0	1	1	1
PTEN	0	1	0	0	0	1	1	1
PTGER3	1	0	0	0	0	1	1	1
PTGFRN	1	0	0	0	0	1	1	1
PTGS2	1	0	0	0	0	1	1	1
PTH	1	0	0	0	0	1	1	1
PTN	0	1	0	0	0	1	1	1
PTPN13	1	0	0	0	0	1	1	1
PTPN14	1	0	0	0	0	1	1	1
PTPN18	1	0	0	0	0	1	1	1
PTPN2	1	0	0	0	0	1	1	1
PTPN21	1	0	0	0	0	1	1	1
PTPN3	1	0	0	0	0	1	1	1
PTPN4	1	0	0	0	0	1	1	1
PTPRA	0	1	0	0	0	1	1	1
PTPRB	1	0	0	0	0	1	1	1
PTPRC	1	0	0	0	0	1	1	1
PTPRCAP	1	0	0	0	0	1	1	1
PTPRF	1	0	0	0	0	1	1	1
PTPRG	1	0	0	0	0	1	1	1
PTPRR	1	0	0	0	0	1	1	1
PTPRT	1	0	0	0	0	1	1	1
PTX3	1	0	0	0	0	1	1	1
PUS1	1	0	0	0	0	1	1	1
PXDN	1	0	0	0	0	1	1	1
PYGB	1	0	0	0	0	1	1	1
PYY	1	0	0	0	0	1	1	1
QARS	1	0	0	0	0	1	1	1
QRSL1	1	0	0	0	0	1	1	1
QSER1	1	0	0	0	0	1	1	1
RAB22A	1	0	0	0	0	1	1	1
RAB29	0	1	0	0	0	1	1	1
RAB36	1	0	0	0	0	1	1	1
RAB3D	1	0	0	0	0	1	1	1
RAB6B	1	0	0	0	0	1	1	1
RAB8A	0	0	0	0	1	1	1	1
RAB9A	1	0	0	0	0	1	1	1
RABEP2	1	0	0	0	0	1	1	1
RABGAP1	1	0	0	0	0	1	1	1
RABL2A	1	0	0	0	0	1	1	1
RABL3	1	0	0	0	0	1	1	1
RAD51AP1	1	0	0	0	0	1	1	1
RALGAPA1	1	0	0	0	0	1	1	1
RAP1GAP2	1	0	0	0	0	1	1	1
RAPGEF3	1	0	0	0	0	1	1	1
RAPH1	0	1	0	0	0	1	1	1
RASA3	1	0	0	0	0	1	1	1
RASEF	1	0	0	0	0	1	1	1
RASIP1	1	0	0	0	0	1	1	1
RASSF10	0	1	0	0	0	1	1	1
RB1CC1	0	1	0	0	0	1	1	1
RBBP6	1	0	0	0	0	1	1	1
RBBP7	1	0	0	0	0	1	1	1
RBM10	1	0	0	0	0	1	1	1
RBM12	1	0	0	0	0	1	1	1
RBM20	1	0	0	0	0	1	1	1
RBM38	1	0	0	0	0	1	1	1
RBM39	1	0	0	0	0	1	1	1
RBM5	1	0	0	0	0	1	1	1
RBMXL2	1	0	0	0	0	1	1	1
RC3H1	1	0	0	0	0	1	1	1
RCC2	1	0	0	0	0	1	1	1
RCVRN	1	0	0	0	0	1	1	1
RECQL5	0	0	0	1	0	1	1	1
REEP4	1	0	0	0	0	1	1	1
REL	1	0	0	0	0	1	1	1
RELB	1	0	0	0	0	1	1	1
REV1	1	0	0	0	0	1	1	1
RFC4	1	0	0	0	0	1	1	1
RFC5	1	0	0	0	0	1	1	1
RFPL2	1	0	0	0	0	1	1	1
RFX2	1	0	0	0	0	1	1	1
RFX5	1	0	0	0	0	1	1	1
RFX6	0	1	0	0	0	1	1	1
RFX7	0	1	0	0	0	1	1	1
RGPD4	1	0	0	0	0	1	1	1
RGPD8	1	0	0	0	0	1	1	1
RGS12	1	0	0	0	0	1	1	1
RGS14	0	1	0	0	0	1	1	1
RGS22	1	0	0	0	0	1	1	1
RGS6	1	0	0	0	0	1	1	1
RGS7	1	0	0	0	0	1	1	1
RHOBTB1	1	0	0	0	0	1	1	1
RHOBTB2	1	0	0	0	0	1	1	1
RHOT1	1	0	0	0	0	1	1	1
RIF1	0	0	0	1	0	1	1	1
RIMS1	1	0	0	0	0	1	1	1
RIMS4	0	0	0	1	0	1	1	1
RIN2	1	0	0	0	0	1	1	1
RIPK4	1	0	0	0	0	1	1	1
RITA1	1	0	0	0	0	1	1	1
RMND5B	1	0	0	0	0	1	1	1
RNASE4	1	0	0	0	0	1	1	1
RNF10	1	0	0	0	0	1	1	1
RNF113B	1	0	0	0	0	1	1	1
RNF123	1	0	0	0	0	1	1	1
RNF128	1	0	0	0	0	1	1	1
RNF212	1	0	0	0	0	1	1	1
RNF219	1	0	0	0	0	1	1	1
RNF39	1	0	0	0	0	1	1	1
RNF40	1	0	0	0	0	1	1	1
RNMTL1	0	1	0	0	0	1	1	1
ROBO2	1	0	0	0	0	1	1	1
ROBO3	1	0	0	0	0	1	1	1
ROPN1B	1	0	0	0	0	1	1	1
RP11-240B13.2	1	0	0	0	0	1	1	1
RP11-35N6.1	1	0	0	0	0	1	1	1
RP11-385D13.1	1	0	0	0	0	1	1	1
RP11-407N17.3	1	0	0	0	0	1	1	1
RP11-812E19.9	1	0	0	0	0	1	1	1
RP11-934B9.3	1	0	0	0	0	1	1	1
RPAP1	1	0	0	0	0	1	1	1
RPAP2	1	0	0	0	0	1	1	1
RPGRIP1L	1	0	0	0	0	1	1	1
RPH3A	1	0	0	0	0	1	1	1
RPL3	1	0	0	0	0	1	1	1
RPS6KA5	1	0	0	0	0	1	1	1
RPS6KA6	0	1	0	0	0	1	1	1
RPUSD4	1	0	0	0	0	1	1	1
RSBN1L	1	0	0	0	0	1	1	1
RTEL1-TNFRSF6B	1	0	0	0	0	1	1	1
RUNX1T1	1	0	0	0	0	1	1	1
RUNX3	1	0	0	0	0	1	1	1
RXFP1	1	0	0	0	0	1	1	1
RXFP2	1	0	0	0	0	1	1	1
RYR1	1	0	0	0	0	1	1	1
SACS	1	0	0	0	0	1	1	1
SALL1	1	0	0	0	0	1	1	1
SALL4	1	0	0	0	0	1	1	1
SAMHD1	1	0	0	0	0	1	1	1
SAP130	1	0	0	0	0	1	1	1
SARDH	0	1	0	0	0	1	1	1
SASH1	1	0	0	0	0	1	1	1
SATB2	1	0	0	0	0	1	1	1
SBSPON	1	0	0	0	0	1	1	1
SCGN	1	0	0	0	0	1	1	1
SCML4	1	0	0	0	0	1	1	1
SCN1A	1	0	0	0	0	1	1	1
SCN2A	1	0	0	0	0	1	1	1
SCN3A	1	0	0	0	0	1	1	1
SCN5A	1	0	0	0	0	1	1	1
SCNN1A	1	0	0	0	0	1	1	1
SCNN1G	1	0	0	0	0	1	1	1
SCRN2	1	0	0	0	0	1	1	1
SCUBE1	1	0	0	0	0	1	1	1
SCYL3	1	0	0	0	0	1	1	1
SDHAF2	1	0	0	0	0	1	1	1
SDHC	1	0	0	0	0	1	1	1
SEC22C	1	0	0	0	0	1	1	1
SEC24C	0	0	0	1	0	1	1	1
SECISBP2L	1	0	0	0	0	1	1	1
SEL1L2	1	0	0	0	0	1	1	1
SEMA3D	1	0	0	0	0	1	1	1
SEMA3E	1	0	0	0	0	1	1	1
SEMA4B	1	0	0	0	0	1	1	1
SEMA6D	1	0	0	0	0	1	1	1
SEMA7A	1	0	0	0	0	1	1	1
SENP2	1	0	0	0	0	1	1	1
SEPT6	0	1	0	0	0	1	1	1
SEPT7	1	0	0	0	0	1	1	1
SERINC1	1	0	0	0	0	1	1	1
SERINC3	1	0	0	0	0	1	1	1
SERPINB10	1	0	0	0	0	1	1	1
SERPINB2	1	0	0	0	0	1	1	1
SERPINB3	1	0	0	0	0	1	1	1
SERPINC1	1	0	0	0	0	1	1	1
SETD1A	1	0	0	0	0	1	1	1
SETD1B	0	1	0	0	0	1	1	1
SETMAR	1	0	0	0	0	1	1	1
SFTPD	0	0	0	1	0	1	1	1
SFXN1	1	0	0	0	0	1	1	1
SGPP1	1	0	0	0	0	1	1	1
SGSM1	1	0	0	0	0	1	1	1
SH3BGRL2	1	0	0	0	0	1	1	1
SH3GL3	1	0	0	0	0	1	1	1
SH3GLB2	1	0	0	0	0	1	1	1
SH3RF2	1	0	0	0	0	1	1	1
SH3RF3	1	0	0	0	0	1	1	1
SH3TC1	0	1	0	0	0	1	1	1
SH3YL1	1	0	0	0	0	1	1	1
SHMT1	1	0	0	0	0	1	1	1
SHROOM3	1	0	0	0	0	1	1	1
SHROOM4	1	0	0	0	0	1	1	1
SIPA1	1	0	0	0	0	1	1	1
SIX4	1	0	0	0	0	1	1	1
SIX6	1	0	0	0	0	1	1	1
SKP1	1	0	0	0	0	1	1	1
SLA	1	0	0	0	0	1	1	1
SLAMF6	1	0	0	0	0	1	1	1
SLC12A1	1	0	0	0	0	1	1	1
SLC12A6	1	0	0	0	0	1	1	1
SLC12A9	0	1	0	0	0	1	1	1
SLC16A1	1	0	0	0	0	1	1	1
SLC16A12	0	1	0	0	0	1	1	1
SLC17A4	1	0	0	0	0	1	1	1
SLC17A9	1	0	0	0	0	1	1	1
SLC18A1	1	0	0	0	0	1	1	1
SLC19A3	1	0	0	0	0	1	1	1
SLC1A6	1	0	0	0	0	1	1	1
SLC20A1	1	0	0	0	0	1	1	1
SLC22A25	1	0	0	0	0	1	1	1
SLC22A9	1	0	0	0	0	1	1	1
SLC25A13	0	1	0	0	0	1	1	1
SLC25A17	1	0	0	0	0	1	1	1
SLC25A47	1	0	0	0	0	1	1	1
SLC26A10	1	0	0	0	0	1	1	1
SLC26A3	1	0	0	0	0	1	1	1
SLC26A4	1	0	0	0	0	1	1	1
SLC26A7	1	0	0	0	0	1	1	1
SLC27A1	1	0	0	0	0	1	1	1
SLC27A5	1	0	0	0	0	1	1	1
SLC27A6	1	0	0	0	0	1	1	1
SLC28A3	1	0	0	0	0	1	1	1
SLC29A2	1	0	0	0	0	1	1	1
SLC2A14	1	0	0	0	0	1	1	1
SLC32A1	1	0	0	0	0	1	1	1
SLC35F1	1	0	0	0	0	1	1	1
SLC35F2	1	0	0	0	0	1	1	1
SLC37A3	1	0	0	0	0	1	1	1
SLC38A6	1	0	0	0	0	1	1	1
SLC41A1	1	0	0	0	0	1	1	1
SLC44A2	1	0	0	0	0	1	1	1
SLC45A2	1	0	0	0	0	1	1	1
SLC47A1	1	0	0	0	0	1	1	1
SLC4A4	1	0	0	0	0	1	1	1
SLC4A7	1	0	0	0	0	1	1	1
SLC5A12	1	0	0	0	0	1	1	1
SLC5A5	1	0	0	0	0	1	1	1
SLC6A15	1	0	0	0	0	1	1	1
SLC7A13	1	0	0	0	0	1	1	1
SLC9B2	1	0	0	0	0	1	1	1
SLC9C2	1	0	0	0	0	1	1	1
SLCO1B3	1	0	0	0	0	1	1	1
SLCO1C1	1	0	0	0	0	1	1	1
SLCO6A1	1	0	0	0	0	1	1	1
SLITRK5	1	0	0	0	0	1	1	1
SLMO1	1	0	0	0	0	1	1	1
SMAD5	1	0	0	0	0	1	1	1
SMAD7	1	0	0	0	0	1	1	1
SMAD9	1	0	0	0	0	1	1	1
SMARCA2	1	0	0	0	0	1	1	1
SMARCA4	1	0	0	0	0	1	1	1
SMC1B	1	0	0	0	0	1	1	1
SMC2	1	0	0	0	0	1	1	1
SMC4	1	0	0	0	0	1	1	1
SMC5	1	0	0	0	0	1	1	1
SMCR8	1	0	0	0	0	1	1	1
SMG5	1	0	0	0	0	1	1	1
SMPDL3B	1	0	0	0	0	1	1	1
SMYD1	1	0	0	0	0	1	1	1
SNED1	1	0	0	0	0	1	1	1
SNRPD2	1	0	0	0	0	1	1	1
SNRPN	1	0	0	0	0	1	1	1
SNTB1	1	0	0	0	0	1	1	1
SNX1	1	0	0	0	0	1	1	1
SNX27	0	1	0	0	0	1	1	1
SNX4	0	1	0	0	0	1	1	1
SOCS3	1	0	0	0	0	1	1	1
SOD3	1	0	0	0	0	1	1	1
SOGA1	1	0	0	0	0	1	1	1
SOHLH2	1	0	0	0	0	1	1	1
SORCS3	1	0	0	0	0	1	1	1
SOWAHD	1	0	0	0	0	1	1	1
SOX11	1	0	0	0	0	1	1	1
SOX17	1	0	0	0	0	1	1	1
SOX7	1	0	0	0	0	1	1	1
SPAG17	1	0	0	0	0	1	1	1
SPANXN2	1	0	0	0	0	1	1	1
SPATA17	1	0	0	0	0	1	1	1
SPATA18	1	0	0	0	0	1	1	1
SPATA20	1	0	0	0	0	1	1	1
SPATA31D1	1	0	0	0	0	1	1	1
SPATA31E1	1	0	0	0	0	1	1	1
SPECC1	0	0	0	1	0	1	1	1
SPIDR	1	0	0	0	0	1	1	1
SPIN3	1	0	0	0	0	1	1	1
SPINK5	1	0	0	0	0	1	1	1
SPOCD1	1	0	0	0	0	1	1	1
SPOP	1	0	0	0	0	1	1	1
SPRED2	1	0	0	0	0	1	1	1
SPRY3	1	0	0	0	0	1	1	1
SPTA1	0	1	0	0	0	1	1	1
SPTB	1	0	0	0	0	1	1	1
SPTLC3	1	0	0	0	0	1	1	1
SRCAP	0	1	0	0	0	1	1	1
SRGAP1	1	0	0	0	0	1	1	1
SRM	1	0	0	0	0	1	1	1
SRP72	1	0	0	0	0	1	1	1
SRPR	1	0	0	0	0	1	1	1
SRRM2	1	0	0	0	0	1	1	1
SRSF1	0	1	0	0	0	1	1	1
SSC4D	1	0	0	0	0	1	1	1
SSPO	1	0	0	0	0	1	1	1
SSTR1	1	0	0	0	0	1	1	1
SSTR2	1	0	0	0	0	1	1	1
SSTR4	1	0	0	0	0	1	1	1
ST6GAL1	0	0	0	0	1	1	1	1
ST8SIA6	1	0	0	0	0	1	1	1
STAB2	1	0	0	0	0	1	1	1
STAG2	1	0	0	0	0	1	1	1
STARD13	1	0	0	0	0	1	1	1
STAT1	1	0	0	0	0	1	1	1
STEAP3	1	0	0	0	0	1	1	1
STIM2	1	0	0	0	0	1	1	1
STK3	1	0	0	0	0	1	1	1
STK36	0	1	0	0	0	1	1	1
STOML2	1	0	0	0	0	1	1	1
STPG2	1	0	0	0	0	1	1	1
STRIP2	1	0	0	0	0	1	1	1
STRN	1	0	0	0	0	1	1	1
STX16	1	0	0	0	0	1	1	1
STXBP3	1	0	0	0	0	1	1	1
STXBP5	1	0	0	0	0	1	1	1
SULF2	1	0	0	0	0	1	1	1
SULT1A1	1	0	0	0	0	1	1	1
SULT1C2	1	0	0	0	0	1	1	1
SUPT6H	1	0	0	0	0	1	1	1
SUSD2	0	1	0	0	0	1	1	1
SVEP1	1	0	0	0	0	1	1	1
SVIL	1	0	0	0	0	1	1	1
SYCP1	1	0	0	0	0	1	1	1
SYDE1	1	0	0	0	0	1	1	1
SYMPK	1	0	0	0	0	1	1	1
SYNDIG1L	1	0	0	0	0	1	1	1
SYNGR2	1	0	0	0	0	1	1	1
SYNJ2	1	0	0	0	0	1	1	1
SYNPO2	1	0	0	0	0	1	1	1
SYNPR	1	0	0	0	0	1	1	1
SYNRG	1	0	0	0	0	1	1	1
SYT1	1	0	0	0	0	1	1	1
SYT10	1	0	0	0	0	1	1	1
SYT7	1	0	0	0	0	1	1	1
SYTL5	1	0	0	0	0	1	1	1
TAAR2	1	0	0	0	0	1	1	1
TAB3	1	0	0	0	0	1	1	1
TAC3	1	0	0	0	0	1	1	1
TACC1	1	0	0	0	0	1	1	1
TADA2B	1	0	0	0	0	1	1	1
TAF1B	1	0	0	0	0	1	1	1
TAF5L	1	0	0	0	0	1	1	1
TAOK1	1	0	0	0	0	1	1	1
TARM1	1	0	0	0	0	1	1	1
TAS2R1	1	0	0	0	0	1	1	1
TAS2R30	1	0	0	0	0	1	1	1
TAS2R39	1	0	0	0	0	1	1	1
TBC1D10B	1	0	0	0	0	1	1	1
TBC1D10C	1	0	0	0	0	1	1	1
TBC1D23	1	0	0	0	0	1	1	1
TBC1D9	1	0	0	0	0	1	1	1
TBCE	1	0	0	0	0	1	1	1
TBRG1	1	0	0	0	0	1	1	1
TBX18	1	0	0	0	0	1	1	1
TBX3	1	0	0	0	0	1	1	1
TBX5	1	0	0	0	0	1	1	1
TCAF2	1	0	0	0	0	1	1	1
TCERG1L	1	0	0	0	0	1	1	1
TCF20	1	0	0	0	0	1	1	1
TCL1A	1	0	0	0	0	1	1	1
TCTN1	1	0	0	0	0	1	1	1
TDRD5	1	0	0	0	0	1	1	1
TECRL	0	0	0	1	0	1	1	1
TECTA	1	0	0	0	0	1	1	1
TEK	1	0	0	0	0	1	1	1
TEKT1	1	0	0	0	0	1	1	1
TENM1	1	0	0	0	0	1	1	1
TENM2	1	0	0	0	0	1	1	1
TENM3	1	0	0	0	0	1	1	1
TEX10	1	0	0	0	0	1	1	1
TEX2	1	0	0	0	0	1	1	1
TFAP2B	1	0	0	0	0	1	1	1
TFAP2D	1	0	0	0	0	1	1	1
TFG	1	0	0	0	0	1	1	1
TGIF2	0	0	0	1	0	1	1	1
TGM3	1	0	0	0	0	1	1	1
TGS1	1	0	0	0	0	1	1	1
THBS4	1	0	0	0	0	1	1	1
THEMIS	1	0	0	0	0	1	1	1
THG1L	1	0	0	0	0	1	1	1
THOC2	1	0	0	0	0	1	1	1
THOC7	1	0	0	0	0	1	1	1
THRA	1	0	0	0	0	1	1	1
THRB	1	0	0	0	0	1	1	1
TIAM2	1	0	0	0	0	1	1	1
TIGD1	1	0	0	0	0	1	1	1
TJP1	1	0	0	0	0	1	1	1
TJP2	1	0	0	0	0	1	1	1
TLE4	1	0	0	0	0	1	1	1
TLL2	1	0	0	0	0	1	1	1
TLR2	1	0	0	0	0	1	1	1
TLR3	1	0	0	0	0	1	1	1
TMC1	1	0	0	0	0	1	1	1
TMEFF2	1	0	0	0	0	1	1	1
TMEM102	1	0	0	0	0	1	1	1
TMEM108	1	0	0	0	0	1	1	1
TMEM132A	1	0	0	0	0	1	1	1
TMEM132C	1	0	0	0	0	1	1	1
TMEM175	1	0	0	0	0	1	1	1
TMEM177	1	0	0	0	0	1	1	1
TMEM206	1	0	0	0	0	1	1	1
TMEM214	0	0	0	1	0	1	1	1
TMEM229A	1	0	0	0	0	1	1	1
TMEM237	1	0	0	0	0	1	1	1
TMEM240	1	0	0	0	0	1	1	1
TMEM245	1	0	0	0	0	1	1	1
TMEM47	1	0	0	0	0	1	1	1
TMEM62	1	0	0	0	0	1	1	1
TMEM74	1	0	0	0	0	1	1	1
TMEM8A	1	0	0	0	0	1	1	1
TMTC4	1	0	0	0	0	1	1	1
TMX4	1	0	0	0	0	1	1	1
TNC	1	0	0	0	0	1	1	1
TNF	0	0	0	1	0	1	1	1
TNFAIP2	1	0	0	0	0	1	1	1
TNFRSF13C	1	0	0	0	0	1	1	1
TNFRSF8	1	0	0	0	0	1	1	1
TNK2	1	0	0	0	0	1	1	1
TNKS	1	0	0	0	0	1	1	1
TNRC6A	1	0	0	0	0	1	1	1
TNRC6B	1	0	0	0	0	1	1	1
TPTE	1	0	0	0	0	1	1	1
TRAF7	1	0	0	0	0	1	1	1
TRAK1	1	0	0	0	0	1	1	1
TRAM1L1	1	0	0	0	0	1	1	1
TRAPPC8	1	0	0	0	0	1	1	1
TRDN	1	0	0	0	0	1	1	1
TRIM11	1	0	0	0	0	1	1	1
TRIM23	1	0	0	0	0	1	1	1
TRIM24	1	0	0	0	0	1	1	1
TRIM25	1	0	0	0	0	1	1	1
TRIM29	1	0	0	0	0	1	1	1
TRIM4	1	0	0	0	0	1	1	1
TRIM60	1	0	0	0	0	1	1	1
TRIM71	1	0	0	0	0	1	1	1
TRIM72	1	0	0	0	0	1	1	1
TRIO	1	0	0	0	0	1	1	1
TRIOBP	1	0	0	0	0	1	1	1
TRMT13	1	0	0	0	0	1	1	1
TRMT5	1	0	0	0	0	1	1	1
TRNT1	1	0	0	0	0	1	1	1
TRPC1	0	0	0	1	0	1	1	1
TRPC5	1	0	0	0	0	1	1	1
TRPM2	1	0	0	0	0	1	1	1
TRPM7	1	0	0	0	0	1	1	1
TSC22D1	1	0	0	0	0	1	1	1
TSHZ1	1	0	0	0	0	1	1	1
TSKU	1	0	0	0	0	1	1	1
TSNARE1	1	0	0	0	0	1	1	1
TSPAN19	1	0	0	0	0	1	1	1
TTC13	1	0	0	0	0	1	1	1
TTC21B	1	0	0	0	0	1	1	1
TTC30B	1	0	0	0	0	1	1	1
TTF1	1	0	0	0	0	1	1	1
TTK	1	0	0	0	0	1	1	1
TTLL10	1	0	0	0	0	1	1	1
TTLL6	1	0	0	0	0	1	1	1
TTYH2	1	0	0	0	0	1	1	1
TUBA3D	1	0	0	0	0	1	1	1
TUBA3E	1	0	0	0	0	1	1	1
TUBB	1	0	0	0	0	1	1	1
TUBB4A	1	0	0	0	0	1	1	1
TULP4	1	0	0	0	0	1	1	1
TWIST2	1	0	0	0	0	1	1	1
TYMP	1	0	0	0	0	1	1	1
TYR	1	0	0	0	0	1	1	1
TYRO3	1	0	0	0	0	1	1	1
TYRP1	1	0	0	0	0	1	1	1
UAP1L1	1	0	0	0	0	1	1	1
UBAP2L	1	0	0	0	0	1	1	1
UBB	1	0	0	0	0	1	1	1
UBE2D3	1	0	0	0	0	1	1	1
UBE2R2	1	0	0	0	0	1	1	1
UBL5	1	0	0	0	0	1	1	1
UBN1	1	0	0	0	0	1	1	1
UBQLN1	1	0	0	0	0	1	1	1
UBTF	1	0	0	0	0	1	1	1
UCKL1	1	0	0	0	0	1	1	1
UCN	1	0	0	0	0	1	1	1
UGGT2	0	1	0	0	0	1	1	1
UGT2B17	1	0	0	0	0	1	1	1
UHRF1	1	0	0	0	0	1	1	1
UHRF2	1	0	0	0	0	1	1	1
ULK4	1	0	0	0	0	1	1	1
UNC45B	1	0	0	0	0	1	1	1
UNC5C	1	0	0	0	0	1	1	1
UNC5D	1	0	0	0	0	1	1	1
UNC93B1	1	0	0	0	0	1	1	1
UNK	1	0	0	0	0	1	1	1
UPF1	1	0	0	0	0	1	1	1
USP11	1	0	0	0	0	1	1	1
USP17L2	1	0	0	0	0	1	1	1
USP3	1	0	0	0	0	1	1	1
USP31	1	0	0	0	0	1	1	1
USP39	1	0	0	0	0	1	1	1
USP4	1	0	0	0	0	1	1	1
USP44	1	0	0	0	0	1	1	1
USP6	1	0	0	0	0	1	1	1
VANGL1	1	0	0	0	0	1	1	1
VARS2	1	0	0	0	0	1	1	1
VAT1	1	0	0	0	0	1	1	1
VAX2	1	0	0	0	0	1	1	1
VCAM1	1	0	0	0	0	1	1	1
VCPKMT	1	0	0	0	0	1	1	1
VEPH1	1	0	0	0	0	1	1	1
VGLL3	1	0	0	0	0	1	1	1
VIT	1	0	0	0	0	1	1	1
VMA21	1	0	0	0	0	1	1	1
VN1R1	1	0	0	0	0	1	1	1
VN1R2	1	0	0	0	0	1	1	1
VPRBP	1	0	0	0	0	1	1	1
VPS13B	1	0	0	0	0	1	1	1
VPS13C	1	0	0	0	0	1	1	1
VPS13D	1	0	0	0	0	1	1	1
VPS51	1	0	0	0	0	1	1	1
VPS8	1	0	0	0	0	1	1	1
VSIG10L	1	0	0	0	0	1	1	1
VWF	1	0	0	0	0	1	1	1
WASF3	1	0	0	0	0	1	1	1
WBSCR16	1	0	0	0	0	1	1	1
WDPCP	0	1	0	0	0	1	1	1
WDR34	0	1	0	0	0	1	1	1
WDR36	1	0	0	0	0	1	1	1
WDR53	1	0	0	0	0	1	1	1
WDR6	1	0	0	0	0	1	1	1
WDR70	1	0	0	0	0	1	1	1
WDR88	1	0	0	0	0	1	1	1
WDTC1	1	0	0	0	0	1	1	1
WFDC11	1	0	0	0	0	1	1	1
WFDC9	1	0	0	0	0	1	1	1
WHSC1	1	0	0	0	0	1	1	1
WISP1	1	0	0	0	0	1	1	1
WNK2	1	0	0	0	0	1	1	1
WNT5A	1	0	0	0	0	1	1	1
WRAP53	1	0	0	0	0	1	1	1
WSCD2	1	0	0	0	0	1	1	1
WWC3	1	0	0	0	0	1	1	1
XBP1	1	0	0	0	0	1	1	1
XKR4	1	0	0	0	0	1	1	1
XPO1	1	0	0	0	0	1	1	1
XPO6	1	0	0	0	0	1	1	1
XPO7	0	1	0	0	0	1	1	1
XRN1	1	0	0	0	0	1	1	1
